title,diameter,closeness,clustering,betweenness,edit count,editor count,article size,class
Galilean moons,40,0.09906131387336364,0.0284201119390778,0.016054139808445254,1155,613,47445,GA
Saab JAS 39 Gripen,22,0.22491267595659561,0.22697432628539455,0.002525190847792317,6266,1493,248051,GA
Montreal Canadiens,35,0.17440458253851088,0.07234067664982012,0.0015155503670263432,8254,3362,78808,GA
Boron nitride,52,0.1183497507118566,0.06233640246632073,0.025711954953542202,711,348,61468,GA
Malcolm II of Scotland,51,0.07254750558739557,0.050186662898966686,0.0661770683008608,373,204,24787,GA
New Jersey Route 45,16,0.19911355028871705,0.05991645600096304,0.08966836734693877,152,50,21337,GA
Ellis Island,54,0.11335915234133664,0.03208131008364751,0.0038438639471511794,4812,2233,192901,GA
Natural selection,29,0.14414941646459722,0.037512004569402735,0.0028700622556248286,5220,2173,109379,GA
Max Weber,49,0.1161819117970766,0.041753381591650644,0.005603501393770313,3034,1486,135437,GA
The Clash,35,0.1476048382845796,0.07374564578825049,0.003132766666364707,5070,1989,84590,GA
Dictum of Kenilworth,35,0.0774302089368962,0.010942760942760943,0.2343307286703513,85,55,13410,GA
Philippines,26,0.1780936043249751,0.10529201710646181,0.0009493716391570032,20620,5170,391495,GA
Agnosticism,62,0.1160516218487457,0.03859747990161133,0.003503666698409324,4860,2397,73048,GA
Martin Bormann,43,0.09448792026777947,0.053872737813856014,0.010894600512872308,2124,976,51266,GA
Earl Scruggs,38,0.07988313386249715,0.028496587048754962,0.030047760662480456,1511,414,76254,GA
Zirconium,30,0.12228138960649784,0.022273480293229866,0.008712161683705713,1665,874,38027,GA
Leonid Brezhnev,32,0.1264956732032407,0.05110531059369377,0.005125421740541554,3721,1444,103682,GA
Red Dwarf,39,0.11823186086474767,0.047471779460793256,0.0035831403258043347,5184,2245,130623,GA
Jimmy Chamberlin,43,0.08826069697992944,0.024532238976944426,0.031045457726819894,741,369,32220,GA
Croatia,40,0.1407711413189817,0.05927594522863886,0.0017375172874955255,10735,3767,204648,GA
Copper,26,0.14253837154669516,0.032842302739418086,0.002289577158508408,6001,2763,101832,GA
Unbinilium,33,0.11622013104962887,0.1128027463061958,0.03570027213467503,618,230,54274,GA
Battle of Kursk,31,0.14042923765125903,0.07742582606831415,0.0041031192389553595,5460,1590,148502,GA
Ragnarök,55,0.10496431175277261,0.04694736015327466,0.007906650258904326,2380,1225,41607,GA
"Omaha, Nebraska",40,0.13202757349078648,0.06924047920084829,0.0033687479077855807,4832,2131,162925,GA
Neptunium,34,0.10606444939953664,0.029004439556179703,0.01785275621368291,983,509,110426,GA
Fólkvangr,26,0.12370580061075463,0.04043737060041408,0.12882424475166412,125,64,11729,GA
Neon,38,0.13956104534232686,0.026888420363270257,0.003180212840782488,4175,2071,27725,GA
Kingston upon Hull,37,0.1825503898753218,0.11740705973450181,0.0027682152039036024,5098,1803,212259,GA
Lepidoptera,34,0.12040708338138485,0.05217167353046781,0.011121138245583109,2372,712,141731,GA
Ahiṃsā,109,0.0653295732677668,0.027558858796617174,0.02107452727313519,1588,805,55908,GA
Odense,46,0.09880407773711025,0.05363934551725074,0.023276105045604272,1239,436,99921,GA
Richard Mentor Johnson,35,0.10780721612963769,0.028470681023682082,0.023181656945868646,935,390,86018,GA
John Wilkes Booth,65,0.10523649392622132,0.038617977943758625,0.00533087215004476,3632,1794,111863,GA
Altair,41,0.08360572820049784,0.02757616909861234,0.02649176813317454,796,439,26684,GA
Genetic drift,44,0.11754015202314656,0.059370126241617395,0.016100941421114835,1323,522,52538,GA
Poultry,60,0.06579783740128102,0.013514889286561518,0.01982299698635999,1333,776,47576,GA
Atlantic Wall,85,0.04988326850933745,0.00839145633534885,0.04670806551058652,738,442,28225,GA
Magnus II of Norway,43,0.07715544024120928,0.011800104657247514,0.14759023747787792,144,91,13831,GA
Hezbollah,33,0.17389495307818328,0.11035360560545636,0.0017207117335199182,10805,2965,219259,GA
Monterey Bay Aquarium,63,0.06986227994820812,0.02823049964539196,0.042440129315129305,971,352,112431,GA
Carbon,32,0.13408360286149734,0.030827805523641606,0.003263363407698355,4400,2105,94616,GA
NATO,39,0.12538507899712045,0.03946347865834601,0.00234490434181457,6841,3180,102769,GA
Mir,55,0.09129976230939807,0.037296825643524274,0.0117781215406406,2044,940,116160,GA
Geostationary orbit,67,0.06701800408289642,0.022400128222701293,0.024902083401984052,1170,624,47300,GA
Argument from morality,65,0.07269680458175394,0.020121937546286123,0.06264381129838986,460,244,17158,GA
Pau Gasol,53,0.12724211267356034,0.06224959964209006,0.004170550005624891,4145,1833,94635,GA
Cheshire Cat (Blink-182 album),36,0.10821454370327001,0.04207269065574073,0.022530808307972088,762,396,33360,GA
The Marble Index,41,0.09432810966006676,0.045104558151925295,0.06779122231337162,409,161,51486,GA
Thirteenth Amendment to the United States Constitution,45,0.12039452214435509,0.059400648746181846,0.008093570441938196,2164,999,124748,GA
Badajoz,72,0.05912392780910622,0.043219370864586146,0.049979536809668254,982,345,89741,GA
Charles I of Hungary,42,0.09567955504876693,0.04481845897315047,0.03475285066571925,758,306,62145,GA
Seaborgium,37,0.10629487665830854,0.03310728495505874,0.024792858405853203,741,375,35151,GA
Carl Linnaeus,35,0.12853596070810758,0.03622684410599698,0.003973928511566926,4580,1809,112249,GA
The Legend of Zelda (video game),34,0.11251192175989143,0.03975739537998515,0.005088925679384528,3123,1649,49693,GA
Quantum electrodynamics,64,0.05662730751319692,0.01878493051122747,0.036622184051724765,863,481,45388,GA
International Finance Corporation,81,0.038195679034852936,0.01825116803870236,0.13045329114992196,361,213,35830,GA
Maureen O'Hara,51,0.09247091599846445,0.03680530708532844,0.01379522944201077,2342,778,115998,GA
Actinide,55,0.08548871246488986,0.05452883421911456,0.026344145324343846,971,446,121530,GA
ZX81,33,0.10182386544573685,0.03839725675742884,0.021245216542748295,986,440,92112,GA
San Diego,34,0.15192331721051341,0.06334695348763887,0.0019124265263577459,7666,3127,171937,GA
Derivative,32,0.13341669866306147,0.04998790204648576,0.005145520647054719,3012,1347,63968,GA
Elf,63,0.08117571765960944,0.030185439756847125,0.0075522325938192185,3383,1635,86801,GA
Moscovium,35,0.1280906717735907,0.06205061316944146,0.009596480687766829,1598,778,43969,GA
River Welland,22,0.14327485526737427,0.06045701995393876,0.06510580469811686,374,102,56030,GA
Itanium,35,0.1439331651449497,0.07054062222210006,0.008086397155359068,2001,813,80509,GA
Council of the European Union,33,0.14334007701168247,0.0811135941051574,0.011813283619177878,1371,568,47800,GA
Hybrid (biology),39,0.10148421587214658,0.04266228647344275,0.008741851662284545,2224,1081,55230,GA
Anna Akhmatova,31,0.12338857284309764,0.05023529066081714,0.016614504158272703,1066,468,53032,GA
The Little Girl Who Lives Down the Lane,38,0.096327531704527,0.025089478028514467,0.04051677678455759,503,250,33398,GA
Ro Laren,74,0.04205827235038797,0.014579040561573312,0.10517937544359136,347,229,36112,GA
Nitrogen,37,0.14281614642228357,0.032845969979862055,0.0023701957335150047,5526,2696,95759,GA
Ben Stiller,49,0.13088916508048712,0.04287916105136141,0.0025491151766620216,5532,2848,55641,GA
Prague Spring,42,0.09946029957222895,0.05520692086990826,0.013390082790410405,1758,741,68833,GA
"Cape May County, New Jersey",24,0.15458285569719604,0.07286161987593547,0.02430904951622083,606,252,128890,GA
Gastrotrich,60,0.05626915926813016,0.028386357971133057,0.1180784792132259,252,153,21480,GA
Sogdia,45,0.09079588644508309,0.045852964770440145,0.026913876500310033,1411,403,118884,GA
Industrial music,55,0.08753612018585649,0.07143869401413515,0.012094734442095668,2037,919,43724,GA
Schindler's List,78,0.09920853032025463,0.053338872032568915,0.00420000891381224,4523,2410,88206,GA
Pipe organ,36,0.1194137256343114,0.0715915466501675,0.009364158363455175,2531,874,72592,GA
Dewey Decimal Classification,69,0.08186759647734239,0.02134390343068009,0.011096101917143919,1944,1142,35769,GA
New Jersey Route 59,17,0.16835109885531274,0.1700187324866731,0.11725768321513003,132,47,7287,GA
The Great Ziegfeld,37,0.10004913963909483,0.02263618147764489,0.04891736341298505,731,205,54686,GA
New Jersey Route 29,10,0.2806631855983298,0.1295260684387244,0.04633476870388557,284,63,30221,GA
Gilgamesh,43,0.11045556553401305,0.031935546631192406,0.006647631271048798,2456,1324,62762,GA
James Cagney,48,0.10771364187879538,0.035248734982352474,0.010360897152702537,2017,893,100918,GA
Linkin Park,45,0.15458055997859993,0.08974283010084233,0.0012585391401552543,13081,4703,131188,GA
The Importance of Being Earnest,76,0.11114177831893302,0.06368499941862994,0.009411146622863699,2039,995,73949,GA
Aristotle,48,0.13015600201591623,0.030691784632782413,0.0017756893855936859,9037,4003,142046,GA
George Washington,26,0.1597945384702458,0.060897113384919245,0.0009910922408646612,23131,5556,202304,GA
Protein,37,0.1233117160070587,0.023663647703948156,0.0035636102765096377,4114,2139,80795,GA
Mercyful Fate,48,0.05634501102459896,0.028196223785279362,0.033807114938418786,966,516,29471,GA
3 Juno,18,0.16641082734478455,0.07093705039898304,0.023280892021521706,534,232,23962,GA
Thulium,36,0.10645475872077509,0.026940001587159965,0.020251993571321295,784,442,25642,GA
Richmond Park,31,0.12064731102479234,0.10383685934299494,0.024090252331158576,1618,336,127420,GA
Nitrogen narcosis,35,0.13631511815513667,0.1104024372005297,0.024688448477712652,831,294,46942,GA
Machinima,33,0.16440605432340907,0.09699649930893874,0.005457789243389836,2526,1062,86141,GA
Codex Sinaiticus,37,0.14132506242139053,0.07190383523592965,0.015700463203166315,1490,443,86723,GA
Western Wall,42,0.15891006117592577,0.09645181554155946,0.003890118864733325,3580,1523,143151,GA
Wolf,25,0.16878595236790447,0.08424221895962301,0.0017555117308185393,9099,2973,136877,GA
Chuck Berry,55,0.09000071780621226,0.02321169080459994,0.006094797519324936,3514,1791,61665,GA
"Utica, New York",52,0.10729248167276205,0.06537656432509388,0.008708130071419391,3014,1059,114038,GA
The Texas Chain Saw Massacre,66,0.13399051724675382,0.11098523852461373,0.004792170634587068,4743,1604,97143,GA
1346,42,0.09066903719062085,0.017479171005634224,0.05873488445453402,398,189,27341,GA
Aberdaron,43,0.09923483794669519,0.06746778938458675,0.06498306781836108,1113,167,112539,GA
Bournemouth,30,0.1385477020613145,0.051874709350898225,0.004944001894013842,3590,1364,152558,GA
Nobuo Uematsu,43,0.10345718859410774,0.06270788797604808,0.013949816734490193,1572,698,53956,GA
Ptolemy I Soter,37,0.09086242509183502,0.026787779679166387,0.02107997721947495,1137,499,27402,GA
Annie Hall,57,0.08840948345059167,0.04117589307014497,0.015492369385598757,1872,738,76217,GA
Subwoofer,62,0.10607767302783543,0.06146756734258323,0.013498901948059278,1666,719,110195,GA
Ecology,26,0.1414743922641347,0.040700165393256015,0.0028056008037307097,6043,2300,205586,GA
Darmstadtium,42,0.09706543599608018,0.05992902766918911,0.02583127957966041,876,386,32392,GA
Kratos (mythology),103,0.04744125071079314,0.03441658269848846,0.04410328649209566,895,524,27083,GA
A. P. J. Abdul Kalam,43,0.11246435762940077,0.04215875397979685,0.0036417449842667477,5027,2346,130537,GA
Freemasonry,29,0.1964243194024215,0.14848823454430643,0.0015632054279464847,9556,2865,86351,GA
Bear,42,0.1205236857379368,0.02238850893593743,0.0030573325291494233,5937,2511,113260,GA
HIV,32,0.1373713977215834,0.05109758137146916,0.00351590231901462,4691,1915,119835,GA
Folk metal,48,0.08035159636614254,0.04656027168559539,0.01758332079940383,1317,691,109228,GA
Warcraft: Orcs & Humans,67,0.07470061983841106,0.018274059447447314,0.012576448300572828,1869,1086,46758,GA
Entoprocta,56,0.0613558117650278,0.03192386126710192,0.12243286116448455,295,140,31393,GA
Loring Air Force Base,27,0.13876343475038044,0.07449938925307846,0.028338454950028066,720,241,83199,GA
Renaissance,32,0.1651594952407497,0.04699146433104597,0.0015524785383534093,8137,3474,112237,GA
New Age,29,0.17066814992081417,0.11859689044851239,0.0033904673791639627,5175,1567,136268,GA
Nobel Prize in Physics,68,0.05858120639705263,0.00829857828882516,0.02384434425477833,1402,755,20216,GA
Sonic the Hedgehog 3,36,0.1176899101334674,0.08337002690581521,0.006699464987083533,2852,1192,48327,GA
American Sign Language,39,0.1302325515654047,0.042222125080316086,0.007518024483007251,2314,968,63340,GA
Herman Melville,50,0.10403725925025024,0.04976724177054668,0.005561145434934257,4499,1697,120008,GA
Flerovium,41,0.12931923611923804,0.08480255918026443,0.014698226536425446,1350,518,68326,GA
Apollo 17,44,0.0906549289444394,0.02753186956252357,0.0138290033749307,1464,789,59964,GA
Jonah,48,0.0939212594189313,0.029173340546830125,0.008008834157128263,2727,1306,66742,GA
American Civil Liberties Union,46,0.13150523777239564,0.0678223942608452,0.00397003616601018,5290,1799,191362,GA
Krusty the Clown,73,0.07432453486689054,0.044955914232029874,0.01208721126275701,2010,1166,37772,GA
Fantasia (1940 film),35,0.1679678735945704,0.09703239242153369,0.004992808053629537,3111,1088,120412,GA
Deptford,24,0.13878194559402718,0.04299318739441331,0.018941262369112317,960,355,75875,GA
Roman Empire,40,0.13609738978962269,0.037584352849381254,0.0015983483425528648,10841,4224,287002,GA
Johnson County War,62,0.0563696933344959,0.04300322861224875,0.05015387619329917,869,350,49493,GA
Chimpanzee,35,0.12079418635627552,0.05096515533818201,0.007589927509746576,2389,1026,92078,GA
Charles XI of Sweden,48,0.0826562375102968,0.021176882008697336,0.04014223656233713,601,309,38604,GA
Cross-country skiing,40,0.11965699926637931,0.06145552534862682,0.010155793709095499,1901,815,48629,GA
Ned Flanders,67,0.08278365941549597,0.0369587585394328,0.008060874591685935,2924,1537,29973,GA
Alan Shearer,38,0.1562444977254816,0.07155514460569712,0.0023027985118239227,5457,2538,106701,GA
Donegal fiddle tradition,64,0.03405229002756585,0.032342430149447696,0.2551580832612505,237,114,17724,GA
Paranthropus,30,0.12182318930287231,0.042583050728175954,0.03020320172672653,557,264,59345,GA
Sixto Escobar,29,0.10845227511482533,0.023139455702335075,0.1071462319867706,158,85,19517,GA
Ian McKellen,47,0.12753809978699188,0.04078261991383736,0.003519233144401765,4197,2123,77236,GA
C-SPAN,30,0.12386276536909366,0.05745349073849865,0.01225302712269004,1432,625,92741,GA
Oda of Canterbury,16,0.21448462172494928,0.11069737599008805,0.051000156274417875,266,81,17839,GA
Central Park,50,0.1096203469714117,0.03771189439749213,0.004732166910357659,4060,1859,215999,GA
Henry Rollins,78,0.06364701398796564,0.013946509146193312,0.009522946721115075,2881,1694,79616,GA
Canada's Walk of Fame,34,0.13889353172405688,0.07763156802772526,0.032889173606662395,571,225,17726,GA
New Jersey Route 7,16,0.18856422110959786,0.15709023181994286,0.06564313416732277,238,71,20584,GA
Actinium,31,0.11258723078546373,0.029244532497241106,0.020287044063255943,761,421,39277,GA
Gawsworth Old Hall,24,0.13083929411633347,0.06865310077519379,0.14194619147449336,167,54,25116,GA
Tuatara,45,0.13446211328045185,0.06949307538347174,0.008660040259369811,1977,828,64011,GA
Copenhagen,33,0.144376509160671,0.06545243897585516,0.002760505351824159,7376,2299,190950,GA
Rhodium,32,0.11629353791941563,0.02350841508531096,0.010355176569194272,1383,779,30184,GA
Berkelium,29,0.11500557566519985,0.01969358776350005,0.022594975759214833,734,364,59487,GA
Neon Genesis Evangelion,46,0.13035539683637812,0.057028666869849046,0.00311577410062192,5490,2303,104506,GA
Rati,30,0.11787297458933636,0.0522169093675288,0.08304237935696232,202,107,17461,GA
Microorganism,40,0.1294208305031508,0.05630987627762636,0.00345531416595337,4615,2096,69948,GA
Gene Roddenberry,48,0.0740467577434221,0.02278485256167698,0.012151038904246236,2331,1111,90471,GA
Washington Monument,37,0.12927443130255456,0.048453078548294275,0.0030514036089818227,4953,2446,137978,GA
Orangutan,24,0.16107005980879996,0.06383274113580133,0.003080616816495049,4246,1815,74863,GA
Ronin (film),75,0.0543290456144251,0.04262372966362687,0.03238359120555261,1735,577,63518,GA
Matt Groening,88,0.10959474858919517,0.0535070641839037,0.00429612399958626,4010,2165,61730,GA
Limp Bizkit,52,0.1263407023251418,0.05511625338368701,0.0016152629797128062,10405,4564,102698,GA
Julie Kavner,76,0.07062159738650912,0.042308323494541056,0.025763811897376303,1039,570,33286,GA
Constantius III,45,0.07371442069066893,0.007934609250398725,0.09125159753688858,240,152,9817,GA
Fenrir,71,0.08794778409029806,0.04869680499869611,0.01714180633315654,1167,683,30017,GA
Fritillaria,24,0.11667684608515844,0.03089873576574788,0.05527442248439372,744,149,99918,GA
Lundy,39,0.1119841764334992,0.02167307127632929,0.014628693694850469,1291,593,82300,GA
Boniface of Savoy (bishop),19,0.19424903013223935,0.10077565046637212,0.0673212763366216,224,70,18773,GA
Windows XP,36,0.16049458858408103,0.06890515451414493,0.0012533959618650254,10547,4460,112815,GA
Curium,32,0.11501717129835362,0.03547855017034936,0.022640640667813357,677,366,63776,GA
Leicester Square,58,0.06179628657850679,0.040827057227971204,0.0441027236315232,751,373,41722,GA
The Incredible Shrinking Man,63,0.05922947571713144,0.02658928067014271,0.05600267101774889,559,305,35478,GA
Cailleach,26,0.1335361194150151,0.04585103138869473,0.045678051422629345,354,158,21752,GA
Kraków,34,0.1630979061177535,0.09992344792679546,0.0034148402951374953,4687,1628,167802,GA
Tiger Woods,33,0.16741771441154701,0.10152934750609881,0.001674033643825094,9405,3223,159062,GA
Siege of Yorktown,73,0.11381311269685983,0.030627212969762393,0.00344028558312769,5137,2533,54326,GA
Mate. Feed. Kill. Repeat.,71,0.08572132328634348,0.08964071531551647,0.016799595533145462,1633,717,10199,GA
Louis Braille,55,0.08970052484798044,0.054087745379513975,0.007002509961095667,3119,1580,33410,GA
Ýdalir,30,0.08798664832037816,0.031862745098039214,0.3383188502673797,52,34,3579,GA
Chrysler Building,75,0.10086312490387163,0.04471134597505255,0.0082519525562806,2395,1219,129370,GA
Americium,33,0.11864915237291367,0.032356953305584746,0.011905653299915232,1266,675,76080,GA
Puck (moon),36,0.11300710388397217,0.030240895922498442,0.0560651239968128,283,155,8672,GA
Universe,31,0.13784862106999843,0.028536354573633148,0.0018640160790762228,8811,3548,128330,GA
Castles in Great Britain and Ireland,31,0.14008459845610305,0.08347042488342783,0.042943802584160425,374,168,148264,GA
Genetic code,33,0.12902214237044282,0.03092594524136642,0.00785006911256776,2134,939,80045,GA
Cake (band),66,0.06956657027221176,0.01904727433198787,0.012948992102668174,1878,1116,54769,GA
Phil Ochs,35,0.14888534062913808,0.11240153025306053,0.009784853484777156,1719,662,82578,GA
New Jersey Route 56,16,0.16233170207958142,0.09535031547226669,0.1420731707317073,102,41,11636,GA
Youthanasia,56,0.100523752726376,0.06602747483233351,0.02253159178818833,947,443,31170,GA
Bohrium,38,0.09731043782824537,0.039453051611491596,0.0362406835732764,667,276,25028,GA
Hormizd II,63,0.04351672376372241,0.016702470461868957,0.25586701826632474,226,95,14810,GA
Valkyrie,38,0.12748269210965485,0.05050673080958992,0.010053470742882837,1676,760,59826,GA
Tafl games,30,0.10944025047738475,0.04144949819000314,0.032545913554902065,594,270,42015,GA
"Albany, New York",33,0.1472270735023915,0.06966145898193421,0.003969017732635762,4644,1581,195209,GA
Penélope Cruz,83,0.09539050637874058,0.042771867383169786,0.0048672324479496565,4319,2225,86104,GA
Re-education through labor,47,0.0886959477656026,0.05037431240438759,0.06499352397142452,430,182,44361,GA
New England Patriots,27,0.16398234497613187,0.08628084688558252,0.002578332748908993,5757,2144,103602,GA
Amon Tobin,61,0.0633705836274826,0.03878678288450341,0.03817240103588605,787,426,43155,GA
Konstantin Stanislavski,70,0.08054958691354262,0.0263298343420167,0.01579580112484668,1469,808,113774,GA
Little Boy,32,0.12505566118089428,0.0343404028143689,0.005010110060645441,2804,1498,49110,GA
Lung,68,0.09677716062143722,0.03274604826879767,0.0050879830033894995,4237,2008,94128,GA
Final Fantasy III,26,0.15137717117286265,0.06447936972597859,0.009402208448151008,1473,642,63545,GA
Star Wars: Episode I – The Phantom Menace,40,0.1358302669096459,0.06627012615829311,0.002128049988738481,7416,3205,130960,GA
Vagina,40,0.12465529934977615,0.03949058803286867,0.0031191287434050195,6040,2385,141929,GA
Interstate 82,20,0.17625340759667754,0.11506883589940149,0.027641199937215123,640,187,83219,GA
Numerically-controlled oscillator,46,0.06446064959070705,0.0580191588714316,0.17490917596170202,238,88,11631,GA
Fighting game,64,0.0917114324695713,0.0597580265244833,0.013064088333304807,2398,865,81561,GA
New Jersey Route 38,14,0.1999732057279554,0.07392479838999363,0.08173559494314211,176,55,16407,GA
"Wells, Somerset",27,0.1430340121198654,0.07460514397386515,0.01446012501137057,1131,454,66210,GA
Hel (being),48,0.11106156509267821,0.05147269780214467,0.02736800658240857,621,349,28745,GA
HMS Canopus (1897),31,0.10766524226941002,0.037768203876845166,0.07709042045687281,252,118,30280,GA
Battle of Chosin Reservoir,33,0.14207895640271426,0.0884778851561398,0.010808821261573858,2280,623,92357,GA
Genesis (band),31,0.15758845495549237,0.08847373944722134,0.0027194118104455606,6028,2114,120905,GA
Amman,37,0.10836551588222806,0.06154769181838844,0.0068510962077011454,3613,1294,112180,GA
Marco Polo,30,0.13183681872417807,0.0628331879895261,0.0035001806524160594,5564,2007,95194,GA
Magnetic resonance imaging,44,0.10931721209586868,0.02622356779512476,0.004022918443079552,4556,2173,68253,GA
John Philip Sousa,45,0.09093111989600419,0.02568512446815638,0.00930416687521331,2117,1147,47295,GA
Juventus F.C.,33,0.17783465338913132,0.12335054229176187,0.0015822682012963326,11303,3168,169737,GA
Yoshi's Island,63,0.0905556620903662,0.03732161289684261,0.011534181433024183,1828,953,43462,GA
Forth (programming language),42,0.10930956062985842,0.05130132591614312,0.015625598004215875,1271,575,50761,GA
Uniform Resource Identifier,40,0.10653943538128678,0.04553666593587358,0.013300156899221508,1343,682,30337,GA
Iran–Contra affair,61,0.07944873240183296,0.03354259619442437,0.0070955431951878365,3504,1768,89736,GA
Paul Reubens,39,0.09423214348250639,0.019354147497389444,0.006605124040228458,2973,1549,81376,GA
Klondike Gold Rush,36,0.15765645434691586,0.06521497968593336,0.0029379444763291507,7639,1975,122045,GA
Enlil,69,0.07343182031588939,0.041501880021644226,0.048695290255213824,788,319,37022,GA
Constantine the Great,40,0.12459259030068355,0.03658664252879839,0.0022650998467986737,7675,3296,151812,GA
Battle of Nanking,42,0.08940561602053393,0.04083016490404613,0.03257270242416096,862,346,66596,GA
Marc Bloch,48,0.0819742391769479,0.02653229776970276,0.04339131397058226,523,288,120541,GA
University of Oxford,34,0.15232770733617698,0.06305484468934412,0.0021453453143579276,6360,2784,186749,GA
Wookey Hole Caves,33,0.14091475756214367,0.1093132597221638,0.033992228214196174,581,209,54676,GA
Wilson's disease,20,0.18495416999508799,0.07987035018967524,0.00959842860173549,1084,505,40758,GA
New Jersey Route 48,15,0.20322576113177002,0.14597034870072412,0.10490708478513357,106,42,9052,GA
Al-Aqsa Mosque,42,0.15596588121098584,0.09921527188176396,0.0051048189832635475,3474,1190,75462,GA
Chlorine,33,0.13898240113965743,0.03638245259567506,0.0032270356813623013,4120,2035,103680,GA
Flea,84,0.0823839919669599,0.009380196770469853,0.009286228970558958,2355,1371,39330,GA
Silicon,28,0.14030226961252745,0.034436100770826074,0.003267005599881841,4030,1988,118068,GA
Diamonds Are Forever (film),39,0.1154702507493755,0.05037403568448374,0.009020745461853483,1882,927,37777,GA
German submarine U-27 (1936),50,0.06588532559063995,0.05907188644688645,0.21958533876342096,180,75,13717,GA
Major League Baseball,33,0.13893695031507927,0.04239964065625333,0.0016065465591513057,8864,4095,125403,GA
London,28,0.15331852634220453,0.04156225516247914,0.0008117033382329166,19680,7139,249693,GA
"Blackford County, Indiana",19,0.1599422582432449,0.07363555329162053,0.04014235420174499,631,141,108836,GA
Caligula,39,0.11518193548339717,0.02358960440891664,0.002954618189823531,5381,2763,75511,GA
Darius the Great,60,0.1026354748992944,0.039280459165801744,0.006508322882990037,3307,1488,63560,GA
Procellariiformes,34,0.11919280959142044,0.040130923526211115,0.04495697341385154,504,184,68567,GA
W. H. Auden,45,0.15916928510460232,0.12037883097078736,0.006520952963779937,2697,929,81732,GA
Margaret Atwood,45,0.10091074796151682,0.02697832754904231,0.006802224376157204,2623,1405,93405,GA
FIFA World Cup Trophy,59,0.06091857011814656,0.021333705460429297,0.018505234890418616,1535,905,17752,GA
Red Headed Stranger,66,0.05855772834347771,0.0065865618908382065,0.12294469617752991,343,152,38789,GA
Special Boat Service,33,0.1385573676889674,0.06857604069045754,0.010731233570797288,1747,631,67873,GA
Crohn's disease,29,0.1511620143749558,0.054492665261003534,0.0030347401475160274,4614,1976,137513,GA
World War II,26,0.16886874065680083,0.07409523326496248,0.0006519196752033358,25523,7924,233765,GA
University of North Carolina at Chapel Hill,28,0.1255984656347554,0.05745062385967069,0.0030880250154121025,5827,2391,164655,GA
Al-Qaeda,32,0.12756922348990615,0.03878661099694063,0.0019042212874447759,9342,3775,238179,B
Gerard Manley Hopkins,57,0.07634567927219252,0.02703178966724693,0.020891751152463115,1132,638,41671,B
Mold,71,0.11301754308269461,0.028941725059918932,0.004302895415543626,3832,2044,25829,B
Sergei Diaghilev,64,0.05784729099678358,0.005673807984732354,0.049408546453871945,560,357,19597,B
Quantum key distribution,37,0.08729800293804946,0.03639971879086411,0.02228568543879766,997,497,77342,B
Dos Pilas,18,0.1753521379701626,0.09445810169332969,0.05270166395369868,470,97,42755,B
"Anne, Princess Royal",27,0.14141559633475936,0.07034046970988192,0.0048413003499975646,2900,1347,73546,B
Chacmool,20,0.148181821079529,0.0614830551776919,0.030427866141969653,534,199,27471,B
Paul Verhoeven,52,0.06511775280105932,0.018461558404779997,0.02719820957863413,989,559,37418,B
Ani DiFranco,48,0.07200734466153962,0.026152461335414014,0.014914482916317225,1656,912,62379,B
Modest Mussorgsky,34,0.1139428366726043,0.022326354722172596,0.010639995167610484,1630,786,36959,B
Bigfoot,38,0.14469376553896868,0.0657417273118862,0.0028006547390791127,7941,2255,48983,B
Pollock v. Farmers' Loan & Trust Co.,31,0.14216467527037435,0.04052085148701076,0.054092738407699036,313,127,22039,B
Bass drum,68,0.05706605299472328,0.011235774284240397,0.018488029593048735,1548,956,36447,B
Arsenic,35,0.13316346789577005,0.02897668977287478,0.003379897870109697,4095,2053,114605,B
University of Southern California,39,0.1432236265284676,0.06608526296837144,0.0020042095181108223,7971,3200,136305,B
Salting the earth,52,0.08462035479197769,0.027280766557813387,0.05106743751338275,434,241,11005,B
El Norte (film),62,0.0806693309901369,0.044008466426980204,0.0619694706332765,540,218,23827,B
Lighthouse,51,0.08952809419125633,0.013633014201553266,0.00972769919534126,2391,1144,40073,B
Disc jockey,35,0.12835081384727015,0.03870344434498447,0.00263416602116136,5746,2746,53670,B
London Borough of Croydon,25,0.14143902430112543,0.07480470848962213,0.011056550645877104,1513,595,122204,B
Dallin H. Oaks,29,0.1679323722858505,0.10747603886003507,0.019840539434721256,902,278,62285,B
Ernani,29,0.13847791489715244,0.045280695084763005,0.05076002949577165,311,138,32163,B
Baryon,55,0.058249910579435515,0.030899134326851752,0.05208679602200203,505,331,28385,B
Coen brothers,68,0.07708970616944248,0.02851454364095479,0.008081778019381635,3062,1655,66040,B
Pauli matrices,60,0.06609722331801451,0.051948572781906115,0.05555107155716912,676,288,34591,B
Canned Heat,60,0.07088162070919089,0.02901862491912045,0.02377059057079734,1209,585,51293,B
Amoxicillin,46,0.08176140925299548,0.04016269391967008,0.016491735968451368,1301,740,34007,B
Harold Wilson,31,0.14307921055310668,0.05317739418757683,0.005508877720554316,3182,1163,155629,B
Beatrix Potter,49,0.08505917506916962,0.021779565755750387,0.009514281255690841,2429,1237,55938,B
Hilbert's tenth problem,31,0.0881297912039075,0.03007443718228032,0.10205839325483126,253,108,23925,B
Minardi,34,0.1307507721655268,0.06451265862047738,0.02094092407871372,733,360,68493,B
